signal_date,execution_date,strategy,rank,symbol,name,industry,rank_score,raw_effective_weight,adjusted_target_weight,locked,skipped_by_position_cap,adaptive_role,adaptive_underlying_strategy,adaptive_reason,adaptive_target_position_ratio,adaptive_position_reason
2025-12-24,2025-12-25,adaptive_style_switch_dynamic_position,3,000547,航天发展,通信设备,71.97,0.2,0.13999999999999999,0,0,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct
2025-12-24,2025-12-25,adaptive_style_switch_dynamic_position,4,603083,剑桥科技,通信设备,71.26,0.2,0.13999999999999999,0,0,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct
2025-12-24,2025-12-25,adaptive_style_switch_dynamic_position,5,300136,信维通信,元器件,70.99,0.2,0.13999999999999999,0,0,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct
2025-12-25,2025-12-26,adaptive_style_switch_dynamic_position,1,002171,楚江新材,铜,73.72,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct
2025-12-25,2025-12-26,adaptive_style_switch_dynamic_position,2,300223,北京君正,半导体,73.35,0.2,0.0,1,0,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct
2025-12-25,2025-12-26,adaptive_style_switch_dynamic_position,3,601126,四方股份,电气设备,72.71,0.2,0.0,1,0,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct
2025-12-25,2025-12-26,adaptive_style_switch_dynamic_position,4,601601,中国太保,保险,72.44,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct
2025-12-25,2025-12-26,adaptive_style_switch_dynamic_position,5,300118,东方日升,电气设备,71.94,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct
2025-12-26,2025-12-29,adaptive_style_switch_dynamic_position,1,601611,中国核建,建筑工程,75.32,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct
2025-12-26,2025-12-29,adaptive_style_switch_dynamic_position,2,002083,孚日股份,纺织,75.12,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct
2025-12-26,2025-12-29,adaptive_style_switch_dynamic_position,3,002202,金风科技,电气设备,73.47,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct
2025-12-26,2025-12-29,adaptive_style_switch_dynamic_position,4,603698,航天工程,专用机械,73.41,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct
2025-12-26,2025-12-29,adaptive_style_switch_dynamic_position,5,000807,云铝股份,铝,73.34,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0.7,attack_completed_history_drawdown_cap_70pct
2025-12-29,2025-12-30,adaptive_style_switch_dynamic_position,1,300337,银邦股份,铝,73.39,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2025-12-29,2025-12-30,adaptive_style_switch_dynamic_position,2,600498,烽火通信,通信设备,71.68,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2025-12-29,2025-12-30,adaptive_style_switch_dynamic_position,3,000973,佛塑科技,塑料,71.42,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2025-12-29,2025-12-30,adaptive_style_switch_dynamic_position,4,300699,光威复材,化纤,71.28,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2025-12-29,2025-12-30,adaptive_style_switch_dynamic_position,5,605598,上海港湾,建筑工程,71.28,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2025-12-30,2025-12-31,adaptive_style_switch_dynamic_position,1,601698,中国卫通,电信运营,75.06,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2025-12-30,2025-12-31,adaptive_style_switch_dynamic_position,2,002555,三七互娱,互联网,72.38,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2025-12-30,2025-12-31,adaptive_style_switch_dynamic_position,3,002788,鹭燕医药,医药商业,71.79,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2025-12-30,2025-12-31,adaptive_style_switch_dynamic_position,4,603123,翠微股份,多元金融,71.58,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2025-12-30,2025-12-31,adaptive_style_switch_dynamic_position,5,000592,平潭发展,林业,71.53,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2025-12-31,2026-01-05,adaptive_style_switch_dynamic_position,1,002471,中超控股,电气设备,74.43,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2025-12-31,2026-01-05,adaptive_style_switch_dynamic_position,2,000901,航天科技,汽车配件,73.97,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2025-12-31,2026-01-05,adaptive_style_switch_dynamic_position,3,000559,万向钱潮,汽车配件,72.99,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2025-12-31,2026-01-05,adaptive_style_switch_dynamic_position,4,600362,江西铜业,铜,71.88,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2025-12-31,2026-01-05,adaptive_style_switch_dynamic_position,5,300777,中简科技,化纤,71.44,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2026-01-05,2026-01-06,adaptive_style_switch_dynamic_position,1,002985,北摩高科,航空,71.9,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-05,2026-01-06,adaptive_style_switch_dynamic_position,2,300442,润泽科技,软件服务,71.21,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-05,2026-01-06,adaptive_style_switch_dynamic_position,3,300857,协创数据,IT设备,70.69,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-05,2026-01-06,adaptive_style_switch_dynamic_position,4,603306,华懋科技,汽车配件,70.59,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-05,2026-01-06,adaptive_style_switch_dynamic_position,5,600577,精达股份,电气设备,70.3,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-06,2026-01-07,adaptive_style_switch_dynamic_position,1,300223,北京君正,半导体,71.75,0.2,0.0,1,0,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-06,2026-01-07,adaptive_style_switch_dynamic_position,2,601778,晶科科技,新型电力,71.38,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-06,2026-01-07,adaptive_style_switch_dynamic_position,3,300442,润泽科技,软件服务,71.37,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-06,2026-01-07,adaptive_style_switch_dynamic_position,4,002555,三七互娱,互联网,70.91,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-06,2026-01-07,adaptive_style_switch_dynamic_position,5,300416,苏试试验,电器仪表,70.8,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-07,2026-01-08,adaptive_style_switch_dynamic_position,1,300131,英唐智控,元器件,74.37,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-07,2026-01-08,adaptive_style_switch_dynamic_position,2,300442,润泽科技,软件服务,74.35,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-07,2026-01-08,adaptive_style_switch_dynamic_position,3,002851,麦格米特,电气设备,74.16,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-07,2026-01-08,adaptive_style_switch_dynamic_position,4,301611,珂玛科技,半导体,73.45,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-07,2026-01-08,adaptive_style_switch_dynamic_position,5,002255,海陆重工,专用机械,73.44,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-08,2026-01-09,adaptive_style_switch_dynamic_position,1,300265,通光线缆,电气设备,75.92,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-08,2026-01-09,adaptive_style_switch_dynamic_position,2,002413,雷科防务,通信设备,74.21,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-08,2026-01-09,adaptive_style_switch_dynamic_position,3,300342,天银机电,家用电器,74.19,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-08,2026-01-09,adaptive_style_switch_dynamic_position,4,300118,东方日升,电气设备,73.85,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-08,2026-01-09,adaptive_style_switch_dynamic_position,5,002446,盛路通信,通信设备,73.59,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-09,2026-01-12,adaptive_style_switch_dynamic_position,1,002255,海陆重工,专用机械,74.52,0.2,0.2,0,0,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-09,2026-01-12,adaptive_style_switch_dynamic_position,2,300342,天银机电,家用电器,73.91,0.2,0.2,0,0,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-09,2026-01-12,adaptive_style_switch_dynamic_position,3,002413,雷科防务,通信设备,73.39,0.2,0.2,0,0,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-09,2026-01-12,adaptive_style_switch_dynamic_position,4,601611,中国核建,建筑工程,73.16,0.2,0.2,0,0,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-09,2026-01-12,adaptive_style_switch_dynamic_position,5,601399,国机重装,工程机械,72.84,0.2,0.2,0,0,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-12,2026-01-13,adaptive_style_switch_dynamic_position,1,002173,创新医疗,医疗保健,74.47,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-12,2026-01-13,adaptive_style_switch_dynamic_position,2,002555,三七互娱,互联网,72.02,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-12,2026-01-13,adaptive_style_switch_dynamic_position,3,600589,大位科技,软件服务,70.86,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-12,2026-01-13,adaptive_style_switch_dynamic_position,4,300496,中科创达,软件服务,70.71,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-12,2026-01-13,adaptive_style_switch_dynamic_position,5,002428,云南锗业,小金属,70.58,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-13,2026-01-14,adaptive_style_switch_dynamic_position,1,600637,东方明珠,影视音像,76.17,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-13,2026-01-14,adaptive_style_switch_dynamic_position,2,002792,通宇通讯,通信设备,74.67,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-13,2026-01-14,adaptive_style_switch_dynamic_position,3,600498,烽火通信,通信设备,74.4,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-13,2026-01-14,adaptive_style_switch_dynamic_position,4,000792,盐湖股份,农药化肥,72.88,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-13,2026-01-14,adaptive_style_switch_dynamic_position,5,601179,中国西电,电气设备,72.22,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-14,2026-01-15,adaptive_style_switch_dynamic_position,1,600498,烽火通信,通信设备,74.84,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-14,2026-01-15,adaptive_style_switch_dynamic_position,2,002342,巨力索具,机械基件,74.37,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-14,2026-01-15,adaptive_style_switch_dynamic_position,3,600776,东方通信,通信设备,73.93,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-14,2026-01-15,adaptive_style_switch_dynamic_position,4,600362,江西铜业,铜,73.11,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-14,2026-01-15,adaptive_style_switch_dynamic_position,5,600531,豫光金铅,铅锌,72.53,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-15,2026-01-16,adaptive_style_switch_dynamic_position,1,002044,美年健康,医疗保健,76.12,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-15,2026-01-16,adaptive_style_switch_dynamic_position,2,002131,利欧股份,互联网,75.66,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-15,2026-01-16,adaptive_style_switch_dynamic_position,3,002716,湖南白银,小金属,74.31,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-15,2026-01-16,adaptive_style_switch_dynamic_position,4,601179,中国西电,电气设备,73.4,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-15,2026-01-16,adaptive_style_switch_dynamic_position,5,300604,长川科技,半导体,73.39,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,1.0,attack_full_position
2026-01-16,2026-01-19,adaptive_style_switch_dynamic_position,1,002716,湖南白银,小金属,74.13,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2026-01-16,2026-01-19,adaptive_style_switch_dynamic_position,2,688012,中微公司,半导体,73.28,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2026-01-16,2026-01-19,adaptive_style_switch_dynamic_position,3,688548,广钢气体,化工原料,73.03,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2026-01-16,2026-01-19,adaptive_style_switch_dynamic_position,4,002414,高德红外,电器仪表,72.95,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2026-01-16,2026-01-19,adaptive_style_switch_dynamic_position,5,600549,厦门钨业,小金属,72.64,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2026-01-19,2026-01-20,adaptive_style_switch_dynamic_position,1,300672,国科微,半导体,73.21,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2026-01-19,2026-01-20,adaptive_style_switch_dynamic_position,2,603179,新泉股份,汽车配件,72.52,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2026-01-19,2026-01-20,adaptive_style_switch_dynamic_position,3,000657,中钨高新,小金属,71.76,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2026-01-19,2026-01-20,adaptive_style_switch_dynamic_position,4,000338,潍柴动力,汽车配件,71.72,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
2026-01-19,2026-01-20,adaptive_style_switch_dynamic_position,5,002378,章源钨业,小金属,71.71,0.2,0.0,0,1,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,1.0,attack_full_position
